      1000  0.86E-04  0.12E-03  0.12E-03
      2000  0.18E-03  0.19E-04  0.72E-04
      3000  0.23E-03  0.74E-05  0.64E-04
      4000  0.22E-03  0.41E-04  0.74E-04
      5000  0.18E-03  0.90E-05  0.45E-04
      6000  0.12E-03  0.49E-05  0.44E-04
      7000  0.57E-04  0.37E-05  0.53E-04
      8000  0.20E-04  0.24E-05  0.49E-04
      9000  0.10E-04  0.17E-05  0.21E-04
     10000  0.11E-03  0.43E-04  0.58E-04
     11000  0.12E-03  0.18E-04  0.29E-04
     12000  0.13E-03  0.12E-05  0.14E-04
     13000  0.14E-03  0.90E-06  0.11E-04
     14000  0.12E-03  0.24E-05  0.12E-04
     15000  0.11E-03  0.14E-05  0.93E-05
     16000  0.11E-03  0.73E-06  0.46E-05
     17000  0.11E-03  0.54E-06  0.15E-05
     18000  0.11E-03  0.56E-06  0.13E-05
     19000  0.11E-03  0.41E-06  0.11E-05
     20000  0.15E-03  0.22E-04  0.34E-04
     21000  0.16E-03  0.61E-05  0.13E-04
     22000  0.17E-03  0.92E-06  0.11E-04
     23000  0.17E-03  0.54E-06  0.70E-05
     24000  0.16E-03  0.63E-06  0.94E-05
     25000  0.15E-03  0.30E-06  0.71E-05
     26000  0.15E-03  0.56E-06  0.35E-05
     27000  0.15E-03  0.50E-06  0.17E-05
     28000  0.15E-03  0.37E-06  0.20E-05
     29000  0.15E-03  0.32E-06  0.24E-05
     30000  0.20E-03  0.26E-04  0.35E-04
     31000  0.21E-03  0.58E-05  0.13E-04
     32000  0.22E-03  0.96E-06  0.11E-04
     33000  0.22E-03  0.55E-06  0.68E-05
     34000  0.21E-03  0.58E-06  0.99E-05
     35000  0.20E-03  0.26E-06  0.80E-05
     36000  0.19E-03  0.28E-06  0.44E-05
     37000  0.19E-03  0.31E-06  0.37E-05
     38000  0.19E-03  0.48E-06  0.27E-05
     39000  0.19E-03  0.27E-06  0.15E-05
     40000  0.20E-03  0.23E-04  0.35E-04
     41000  0.21E-03  0.47E-05  0.17E-04
     42000  0.23E-03  0.94E-06  0.17E-04
     43000  0.23E-03  0.79E-06  0.13E-04
     44000  0.22E-03  0.79E-06  0.13E-04
     45000  0.21E-03  0.34E-06  0.11E-04
     46000  0.20E-03  0.26E-06  0.72E-05
     47000  0.19E-03  0.28E-06  0.45E-05
     48000  0.19E-03  0.25E-06  0.28E-05
     49000  0.19E-03  0.53E-06  0.12E-05
     50000  0.79E-04  0.22E-04  0.34E-04
     51000  0.95E-04  0.44E-05  0.16E-04
     52000  0.11E-03  0.11E-05  0.16E-04
     53000  0.12E-03  0.79E-06  0.13E-04
     54000  0.10E-03  0.63E-06  0.11E-04
     55000  0.92E-04  0.32E-06  0.93E-05
     56000  0.89E-04  0.44E-06  0.51E-05
     57000  0.87E-04  0.34E-06  0.19E-05
     58000  0.85E-04  0.37E-06  0.10E-05
     59000  0.84E-04  0.33E-06  0.71E-06
     60000  0.77E-04  0.23E-04  0.34E-04
     61000  0.88E-04  0.42E-05  0.11E-04
     62000  0.98E-04  0.90E-06  0.11E-04
     63000  0.98E-04  0.63E-06  0.79E-05
     64000  0.85E-04  0.66E-06  0.91E-05
     65000  0.80E-04  0.47E-06  0.72E-05
     66000  0.78E-04  0.46E-06  0.21E-05
     67000  0.77E-04  0.45E-06  0.12E-05
     68000  0.76E-04  0.37E-06  0.72E-06
     69000  0.76E-04  0.31E-06  0.97E-06
     70000  0.70E-04  0.25E-04  0.33E-04
     71000  0.82E-04  0.32E-05  0.12E-04
     72000  0.92E-04  0.71E-06  0.11E-04
     73000  0.91E-04  0.60E-06  0.82E-05
     74000  0.77E-04  0.42E-06  0.99E-05
     75000  0.70E-04  0.24E-06  0.81E-05
     76000  0.66E-04  0.31E-06  0.38E-05
     77000  0.64E-04  0.31E-06  0.21E-05
     78000  0.64E-04  0.31E-06  0.88E-06
     79000  0.63E-04  0.23E-06  0.72E-06
     80000  0.30E-04  0.26E-04  0.34E-04
     81000  0.45E-04  0.29E-05  0.14E-04
     82000  0.57E-04  0.79E-06  0.13E-04
     83000  0.56E-04  0.62E-06  0.89E-05
     84000  0.41E-04  0.38E-06  0.11E-04
     85000  0.32E-04  0.27E-06  0.89E-05
     86000  0.27E-04  0.12E-06  0.52E-05
     87000  0.24E-04  0.27E-06  0.34E-05
     88000  0.23E-04  0.25E-06  0.14E-05
     89000  0.23E-04  0.10E-06  0.69E-06
     90000 -0.12E-03  0.25E-04  0.30E-04
     91000 -0.10E-03  0.27E-05  0.14E-04
     92000 -0.91E-04  0.63E-06  0.13E-04
     93000 -0.92E-04  0.59E-06  0.91E-05
     94000 -0.11E-03  0.41E-06  0.11E-04
     95000 -0.12E-03  0.21E-06  0.88E-05
     96000 -0.12E-03  0.11E-06  0.55E-05
     97000 -0.13E-03  0.97E-07  0.32E-05
     98000 -0.13E-03  0.83E-07  0.13E-05
     99000 -0.13E-03  0.94E-07  0.70E-06
    100000 -0.41E-03  0.25E-04  0.29E-04
    101000 -0.39E-03  0.24E-05  0.15E-04
    102000 -0.37E-03  0.65E-06  0.15E-04
    103000 -0.38E-03  0.78E-06  0.11E-04
    104000 -0.39E-03  0.59E-06  0.99E-05
    105000 -0.40E-03  0.31E-06  0.69E-05
    106000 -0.40E-03  0.29E-06  0.42E-05
    107000 -0.40E-03  0.21E-06  0.32E-05
    108000 -0.41E-03  0.24E-06  0.27E-05
    109000 -0.41E-03  0.29E-06  0.15E-05
    110000 -0.42E-03  0.25E-04  0.31E-04
    111000 -0.40E-03  0.26E-05  0.12E-04
    112000 -0.39E-03  0.62E-06  0.11E-04
    113000 -0.40E-03  0.78E-06  0.79E-05
    114000 -0.41E-03  0.60E-06  0.86E-05
    115000 -0.41E-03  0.34E-06  0.41E-05
    116000 -0.41E-03  0.40E-06  0.30E-05
    117000 -0.42E-03  0.48E-06  0.22E-05
    118000 -0.42E-03  0.50E-06  0.13E-05
    119000 -0.42E-03  0.43E-06  0.86E-06
    120000 -0.42E-03  0.19E-04  0.26E-04
    121000 -0.41E-03  0.24E-05  0.11E-04
    122000 -0.40E-03  0.61E-06  0.98E-05
    123000 -0.40E-03  0.53E-06  0.68E-05
    124000 -0.42E-03  0.33E-06  0.95E-05
    125000 -0.42E-03  0.21E-06  0.70E-05
    126000 -0.43E-03  0.18E-06  0.46E-05
    127000 -0.43E-03  0.23E-06  0.18E-05
    128000 -0.43E-03  0.29E-06  0.83E-06
    129000 -0.43E-03  0.22E-06  0.70E-06
    130000 -0.50E-03  0.26E-04  0.30E-04
    131000 -0.49E-03  0.23E-05  0.13E-04
    132000 -0.48E-03  0.47E-06  0.11E-04
    133000 -0.48E-03  0.61E-06  0.73E-05
    134000 -0.50E-03  0.44E-06  0.11E-04
    135000 -0.51E-03  0.16E-06  0.80E-05
    136000 -0.51E-03  0.13E-06  0.50E-05
    137000 -0.51E-03  0.12E-06  0.21E-05
    138000 -0.51E-03  0.15E-06  0.85E-06
    139000 -0.51E-03  0.16E-06  0.72E-06
    140000 -0.81E-03  0.24E-04  0.28E-04
    141000 -0.79E-03  0.20E-05  0.13E-04
    142000 -0.78E-03  0.42E-06  0.11E-04
    143000 -0.79E-03  0.57E-06  0.71E-05
    144000 -0.80E-03  0.37E-06  0.10E-04
    145000 -0.81E-03  0.15E-06  0.79E-05
